梦歌仙人掌,3,15,70,115,60,115,60,55,8,11,11,332
青绵鸟,5,7,45,40,60,40,75,50,30,13,13,333
七夕青鸟,17,7,75,70,90,70,105,80,30,13,13,334
超级七夕青鸟,17,18,75,110,110,110,105,80,182,182,182,334
猫鼬斩,5,5,73,115,60,60,60,90,17,137,137,335
饭匙蛇,9,9,73,100,60,100,60,65,61,151,151,336
月石,10,14,90,55,65,95,85,70,26,26,26,337
太阳岩,10,14,90,95,85,55,65,70,26,26,26,338
泥泥鳅,2,11,50,48,43,46,41,60,12,107,93,339
鲶鱼王,2,11,110,78,73,76,71,60,12,107,93,340
龙虾小兵,2,2,43,80,65,50,35,35,52,75,91,341
铁螯龙虾,2,15,63,120,85,90,55,55,52,75,91,342
天秤偶,11,14,40,40,55,40,70,55,26,26,26,343
念力土偶,11,14,60,70,105,70,120,75,26,26,26,344
触手百合,10,3,66,41,77,61,87,23,21,114,114,345
摇篮百合,10,3,86,81,97,81,107,43,21,114,114,346
太古羽虫,10,8,45,95,50,40,50,75,4,33,33,347
太古盔甲,10,8,75,125,100,70,80,45,4,33,33,348
丑丑鱼,2,2,20,15,20,10,55,80,33,12,91,349
美纳斯,2,2,95,60,79,100,125,81,63,172,56,350
飘浮泡泡,5,5,70,70,70,70,70,70,59,59,59,351
飘浮泡泡-太阳的样子,1,1,70,70,70,70,70,70,59,59,59,351
飘浮泡泡-雨水的样子,2,2,70,70,70,70,70,70,59,59,59,351
飘浮泡泡-雪云的样子,13,13,70,70,70,70,70,70,59,59,59,351
变隐龙,5,5,60,90,70,60,120,40,16,168,168,352
怨影娃娃,16,16,44,75,35,63,33,45,15,119,130,353
诅咒娃娃,16,16,64,115,65,83,63,65,15,119,130,354
超级诅咒娃娃,16,16,64,165,75,93,83,75,158,158,158,354
夜巡灵,16,16,20,40,90,30,90,25,26,119,119,355
彷徨夜灵,16,16,40,70,130,60,130,25,46,119,119,356
热带龙,3,7,99,68,83,72,87,51,34,94,139,357
风铃铃,14,14,75,50,80,95,90,65,26,26,26,358
阿勃梭鲁,15,15,65,130,60,75,60,75,46,105,154,359
超级阿勃梭鲁,15,15,65,150,60,115,60,115,156,156,156,359
小果然,14,14,95,23,48,23,48,23,23,140,140,360
雪童子,13,13,50,50,50,50,50,50,39,115,141,361
冰鬼护,13,13,80,80,80,80,80,80,39,115,141,362
超级冰鬼护,13,13,80,120,80,120,80,100,174,174,174,362
海豹球,13,2,70,40,50,55,50,25,47,115,12,363
海魔狮,13,2,90,60,70,75,70,45,47,115,12,364
帝牙海狮,13,2,110,80,90,95,90,65,47,115,12,365
珍珠贝,2,2,35,64,85,74,55,32,75,155,155,366
猎斑鱼,2,2,55,104,105,94,75,52,33,41,41,367
樱花鱼,2,2,55,84,105,114,75,52,33,93,93,368
古空棘鱼,2,10,100,90,130,45,65,55,33,69,5,369
爱心鱼,2,2,43,30,55,40,65,97,33,93,93,370
宝贝龙,17,17,45,75,60,40,30,50,69,125,125,371
甲壳龙,17,17,65,95,100,60,50,50,69,142,142,372
暴飞龙,17,7,95,135,80,110,80,100,22,153,153,373
超级暴飞龙,17,7,95,145,130,120,90,120,184,184,184,373
铁哑铃,12,14,40,55,80,35,60,30,29,135,135,374
金属怪,12,14,60,75,100,55,80,50,29,135,135,375
巨金怪,12,14,80,135,130,95,90,70,29,135,135,376
超级巨金怪,12,14,80,145,150,105,110,110,181,181,181,376
雷吉洛克,10,10,80,100,200,50,100,50,29,5,5,377
雷吉艾斯,13,13,80,50,100,100,200,50,29,115,115,378
雷吉斯奇鲁,12,12,80,75,150,75,150,50,29,135,135,379
拉帝亚斯,17,14,80,80,90,110,130,110,26,26,26,380
超级拉帝亚斯,17,14,80,100,120,140,150,110,26,26,26,380
拉帝欧斯,17,14,80,90,80,130,110,110,26,26,26,381
超级拉帝欧斯,17,14,80,130,100,160,120,110,26,26,26,381
盖欧卡,2,2,100,100,90,150,140,90,2,2,2,382
盖欧卡-原始回归的样子,2,2,100,150,90,180,160,90,189,189,189,382
固拉多,11,11,100,150,140,100,90,90,70,70,70,383
固拉多-原始回归的样子,11,1,100,180,160,150,90,90,190,190,190,383
烈空坐,17,7,105,150,90,150,90,95,76,76,76,384
超级烈空坐,17,7,105,180,100,180,100,115,191,191,191,384
基拉祈,12,14,100,100,100,100,100,100,32,32,32,385
代欧奇希斯-普通形态,14,14,50,150,50,150,50,150,46,46,46,386
代欧奇希斯-攻击的样子,14,14,50,180,20,180,20,150,46,46,46,386
代欧奇希斯-防御的样子,14,14,50,70,160,70,160,90,46,46,46,386
代欧奇希斯-速度的样子,14,14,50,95,90,95,90,180,46,46,46,386
草苗龟,3,3,55,68,64,45,55,31,65,75,75,387
树林龟,3,3,75,89,85,55,65,36,65,75,75,388
土台龟,3,11,95,109,105,75,85,56,65,75,75,389
小火焰猴,1,1,44,58,44,58,44,61,66,89,89,390
猛火猴,1,6,64,78,52,78,52,81,66,89,89,391
烈焰猴,1,6,76,104,71,104,71,108,66,89,89,392
波加曼,2,2,53,51,53,61,56,40,67,128,128,393
波皇子,2,2,64,66,68,81,76,50,67,128,128,394
帝王拿波,2,12,84,86,88,111,101,60,67,128,128,395
姆克儿,5,7,40,55,30,30,30,60,51,120,120,396
姆克鸟,5,7,55,75,50,40,40,80,22,120,120,397
姆克鹰,5,7,85,120,70,50,60,100,22,120,120,398
大牙狸,5,5,59,45,40,35,40,31,86,109,141,399
大尾狸,5,2,79,85,60,55,60,71,86,109,141,400
圆法师,8,8,37,25,41,25,41,25,61,50,50,401
音箱蟀,8,8,77,85,51,55,51,65,68,101,101,402
小猫怪,4,4,45,65,34,40,34,45,79,22,62,403
勒克猫,4,4,60,85,49,60,49,60,79,22,62,404
伦琴猫,4,4,80,120,79,95,79,70,79,22,62,405
含羞苞,3,9,40,30,35,50,70,55,30,38,102,406
罗丝雷朵,3,9,60,70,65,125,105,90,30,38,101,407
头盖龙,10,10,67,125,40,30,30,58,104,125,125,408
战槌龙,10,10,97,165,60,65,50,58,104,125,125,409
盾甲龙,10,12,30,42,118,42,88,30,5,43,43,410
护城龙,10,12,60,52,168,47,138,30,5,43,43,411
结草儿-草木蓑衣,8,8,40,29,45,29,45,36,61,142,142,412
结草贵妇-草木蓑衣,8,3,60,59,85,79,105,36,107,142,142,413
结草贵妇-砂土蓑衣,8,11,60,79,105,59,85,36,107,142,142,413
结草贵妇-垃圾蓑衣,8,12,60,69,95,69,95,36,107,142,142,413
绅士蛾,8,7,70,94,50,94,50,66,68,110,110,414
三蜜蜂,8,7,30,30,42,30,42,70,118,55,55,415
蜂女王,8,7,70,80,102,80,102,40,46,127,127,416
帕奇利兹,4,4,60,45,70,45,90,95,50,53,10,417
泳圈鼬,2,2,55,65,35,60,30,85,33,41,41,418
浮潜鼬,2,2,85,105,55,85,50,115,33,41,41,419
樱花宝,3,3,45,35,45,62,53,35,34,34,34,420
樱花儿-阴天形态,3,3,70,60,70,87,78,85,122,122,122,421
樱花儿-晴天形态,3,3,70,60,70,87,78,85,122,122,122,421
无壳海兔-西海,2,2,76,48,48,57,62,34,60,114,159,422
海兔兽-西海,2,11,111,83,68,92,82,39,60,114,159,423
海兔兽-东海,2,11,111,83,68,92,82,39,60,114,159,423
双尾怪手,5,5,75,100,66,60,66,115,101,53,92,424
飘飘球,16,7,90,50,34,60,44,70,106,84,138,425
随风球,16,7,150,80,44,90,54,80,106,84,138,426
卷卷耳,5,5,55,66,44,44,56,85,50,103,7,427
长耳兔,5,5,65,76,84,54,96,105,56,103,7,428
超级长耳兔,5,6,65,136,94,54,96,135,113,113,113,428
梦妖魔,16,16,60,60,60,105,105,105,26,26,26,429
乌鸦头头,15,7,100,125,52,105,52,71,15,105,153,430
魅力喵,5,5,49,55,42,42,37,85,7,20,51,431
东施喵,5,5,71,82,64,64,59,112,47,20,128,432
铃铛响,14,14,45,30,50,65,50,45,26,26,26,433
臭鼬噗,9,15,63,63,47,41,41,74,1,106,51,434
坦克臭鼬,9,15,103,93,67,71,61,84,1,106,51,435
铜镜怪,12,14,57,24,86,24,86,23,26,85,134,436
青铜钟,12,14,67,89,116,79,116,33,26,85,134,437
盆才怪,10,10,50,80,95,10,45,10,5,69,155,438
魔尼尼,14,18,20,25,45,70,90,60,43,111,101,439
小福蛋,5,5,100,5,5,15,65,30,30,32,132,440
聒噪鸟,5,7,76,65,45,92,42,91,51,77,145,441
花岩怪,16,15,50,92,108,92,108,35,46,151,151,442
圆陆鲨,17,11,58,70,45,40,45,42,8,24,24,443
尖牙陆鲨,17,11,68,90,65,50,55,82,8,24,24,444
烈咬陆鲨,17,11,108,130,95,80,85,102,8,24,24,445
超级烈咬陆鲨,17,11,108,170,115,120,95,92,159,159,159,445
小卡比兽,5,5,135,85,40,40,85,5,53,47,82,446
利欧路,6,6,40,70,40,35,40,60,80,39,158,447
路卡利欧,6,12,70,110,70,115,70,90,80,39,154,448
超级路卡利欧,6,12,70,145,88,140,70,112,91,91,91,448
沙河马,11,11,68,72,78,38,42,32,45,159,159,449
河马兽,11,11,108,112,118,68,72,47,45,159,159,450
钳尾蝎,9,8,40,50,90,30,55,65,4,97,51,451
龙王蝎,9,15,70,90,110,60,75,95,4,97,51,452
不良蛙,9,6,48,61,40,61,40,50,107,87,143,453
毒骷蛙,9,6,83,106,65,86,65,85,107,87,143,454
尖牙笼,3,3,74,100,72,90,72,46,26,26,26,455
荧光鱼,2,2,49,49,56,49,61,66,33,114,41,456
霓虹鱼,2,2,69,69,76,69,86,91,33,114,41,457
小球飞鱼,2,7,45,20,50,60,120,50,33,11,41,458
雪笠怪,3,13,60,62,50,62,60,40,117,43,43,459
暴雪王,3,13,90,92,75,92,85,60,117,43,43,460
超级暴雪王,3,13,90,132,105,132,105,30,117,117,117,460
玛狃拉,15,13,70,120,65,45,85,125,46,124,124,461
自爆磁怪,4,12,70,70,115,130,90,60,42,5,148,462
大舌舔,5,5,110,85,95,80,95,50,20,12,13,463
超甲狂犀,11,10,115,140,130,55,55,40,31,116,120,464
巨蔓藤,3,3,100,100,125,110,50,50,34,102,144,465
电击魔兽,4,4,75,123,67,95,85,95,78,72,72,466
鸭嘴炎兽,1,1,75,95,67,125,95,83,49,72,72,467
波克基斯,18,7,85,50,95,120,115,80,55,32,105,468
远古巨蜓,8,7,86,76,86,116,56,95,3,110,119,469
叶伊布,3,3,65,110,130,60,65,95,102,34,34,470
冰伊布,13,13,65,60,110,130,95,65,81,115,115,471
天蝎王,11,7,75,95,125,45,75,95,52,8,90,472
象牙猪,13,11,110,130,80,70,60,80,12,81,47,473
多边兽乙型,5,5,85,80,70,135,75,90,91,88,148,474
艾路雷朵,14,6,68,125,65,65,115,80,80,292,154,475
超级艾路雷朵,14,6,68,165,95,65,115,110,39,39,39,475
大朝北鼻,10,12,60,55,145,75,150,40,5,42,159,476
黑夜魔灵,16,16,45,100,135,65,135,45,46,119,119,477
雪妖女,13,16,70,80,70,80,70,110,81,130,130,478
洛托姆,4,16,50,50,77,95,77,91,26,26,26,479
加热洛托姆,4,1,50,65,107,105,107,86,26,26,26,479
清洗洛托姆,4,2,50,65,107,105,107,86,26,26,26,479
结冰洛托姆,4,13,50,65,107,105,107,86,26,26,26,479
旋转洛托姆,4,7,50,65,107,105,107,86,26,26,26,479
切割洛托姆,4,3,50,65,107,105,107,86,26,26,26,479
由克希,14,14,75,75,130,75,130,95,26,26,26,480
艾姆利多,14,14,80,105,105,105,105,80,26,26,26,481
亚克诺姆,14,14,75,125,70,125,70,115,26,26,26,482
帝牙卢卡,12,17,100,120,120,150,100,90,46,140,140,483
帝牙卢卡-起源形态,12,17,100,100,120,150,120,90,46,140,140,483
帕路奇亚,2,17,90,120,100,150,120,100,46,140,140,484
帕路奇亚-起源形态,2,17,90,100,100,150,120,120,46,140,140,484
席多蓝恩,1,12,91,90,106,130,106,77,18,49,49,485
雷吉奇卡斯,5,5,110,160,110,80,110,100,112,112,112,486
骑拉帝纳-别种形态,16,17,150,100,120,100,120,90,46,140,140,487
骑拉帝纳-起源形态,16,17,150,120,100,120,100,90,26,26,26,487
克雷色利亚,14,14,120,70,110,75,120,85,26,26,26,488
霏欧纳,2,2,80,80,80,80,80,80,93,93,93,489
玛纳霏,2,2,100,100,100,100,100,100,93,93,93,490
达克莱伊,15,15,70,90,90,135,90,125,123,123,123,491
谢米-陆上形态,3,3,100,100,100,100,100,100,30,30,30,492
谢米-天空形态,3,7,100,103,75,120,75,127,32,32,32,492
阿尔宙斯,5,5,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-虫,8,8,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-恶,15,15,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-龙,17,17,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-电,4,4,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-妖精,18,18,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-格斗,6,6,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-火,1,1,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-飞行,7,7,120,120,120,120,120,120,1,121,121,493
阿尔宙斯-鬼,16,16,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-草,3,3,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-地面,11,11,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-冰,13,13,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-毒,9,9,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-超能力,14,14,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-岩石,10,10,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-钢,12,12,120,120,120,120,120,120,121,121,121,493
阿尔宙斯-水,2,2,120,120,120,120,120,120,121,121,121,493
比克提尼,14,1,100,100,100,100,100,100,162,162,162,494
藤藤蛇,3,3,45,45,55,45,55,63,65,126,126,495
青藤蛇,3,3,60,60,75,60,75,83,65,126,126,496
君主蛇,3,3,75,75,95,75,95,113,65,126,126,497
暖暖猪,1,1,65,63,45,45,45,45,66,47,47,498
炒炒猪,1,6,90,93,55,70,55,55,66,47,47,499
炎武王,1,6,110,123,65,100,65,65,66,120,120,500
水水獭,2,2,55,55,45,63,45,45,67,75,75,501
双刃丸,2,2,75,75,60,83,60,60,67,75,75,502
大剑鬼,2,2,95,100,85,108,70,70,67,75,75,503
大剑鬼-洗翠的样子,2,15,90,108,80,100,65,85,67,292,292,503
探探鼠,5,5,45,55,39,35,39,42,50,51,148,504
步哨鼠,5,5,60,85,69,60,69,77,35,51,148,505
小约克,5,5,45,60,45,25,45,55,72,53,50,506
哈约克,5,5,65,80,65,35,65,60,22,146,113,507
长毛狗,5,5,85,110,90,45,90,80,22,146,113,508
扒手猫,15,15,41,50,37,50,37,66,7,84,158,509
酷豹,15,15,64,88,50,88,50,106,7,84,158,510
花椰猴,3,3,50,53,48,53,48,64,82,65,65,511
花椰猿,3,3,75,98,63,98,63,101,82,65,65,512
爆香猴,1,1,50,53,48,53,48,64,82,66,66,513
爆香猿,1,1,75,98,63,98,63,101,82,66,66,514
冷水猴,2,2,50,53,48,53,48,64,82,67,67,515
冷水猿,2,2,75,98,63,98,63,101,82,67,67,516
食梦梦,14,14,76,25,45,67,55,24,108,28,140,517
梦梦蚀,14,14,116,55,85,107,95,29,108,28,140,518
豆豆鸽,5,7,50,55,50,36,30,43,145,105,79,519
咕咕鸽,5,7,62,77,62,50,42,65,145,105,79,520
高傲雉鸡,5,7,80,115,80,65,55,93,145,105,79,521
斑斑马,4,4,45,60,32,50,32,76,31,78,157,522
雷电斑马,4,4,75,100,63,80,63,116,31,78,157,523
石丸子,10,10,55,75,85,25,25,15,5,133,159,524
地幔岩,10,10,70,105,105,50,40,20,5,133,159,525
庞岩怪,10,10,85,135,130,60,80,25,5,45,159,526
滚滚蝙蝠,14,7,65,45,43,55,43,72,109,103,86,527
心蝙蝠,14,7,67,57,55,77,55,114,109,103,86,528
螺钉地鼠,11,11,60,85,40,30,45,68,146,159,104,529
龙头地鼠,11,12,110,135,60,50,65,88,146,159,104,530
差不多娃娃,5,5,103,60,86,60,86,50,131,144,103,531
超级差不多娃娃,5,18,103,60,126,80,126,50,131,131,131,531
搬运小匠,6,6,75,80,55,25,35,35,62,125,89,532
铁骨土人,6,6,85,105,85,40,50,40,62,125,89,533
修建老匠,6,6,105,140,95,55,65,45,62,125,89,534
圆蝌蚪,2,2,50,50,40,50,40,64,33,93,11,535
蓝蟾蜍,2,11,75,65,55,65,55,69,33,93,11,536
蟾蜍王,2,11,105,95,75,85,75,74,33,143,11,537
投摔鬼,6,6,120,100,85,30,85,45,62,39,104,538
打击鬼,6,6,75,125,75,30,75,85,5,39,104,539
虫宝包,8,3,45,53,70,40,60,42,68,34,142,540
宝包茧,8,3,55,63,90,50,80,42,102,34,142,541
保姆虫,8,3,75,103,80,70,80,92,68,34,142,542
百足蜈蚣,8,9,30,45,59,30,39,57,38,68,3,543
车轮球,8,9,40,55,99,40,79,47,38,68,3,544
蜈蚣王,8,9,60,100,89,55,69,112,38,68,3,545
木棉球,3,18,40,27,60,37,50,66,158,151,34,546
风妖精,3,18,60,67,85,77,75,116,158,151,34,547
百合根娃娃,3,3,45,35,50,70,50,30,34,20,102,548
裙儿小姐,3,3,70,60,75,110,75,90,34,20,102,549
裙儿小姐-洗翠的样子,3,6,70,105,75,50,75,105,34,55,102,549
野蛮鲈鱼-红条纹的样子,2,2,70,92,65,80,55,98,120,91,104,550
野蛮鲈鱼-蓝条纹的样子,2,2,70,92,65,80,55,98,69,91,104,550
野蛮鲈鱼-白条纹的样子,2,2,70,92,65,80,55,98,155,91,104,550
黑眼鳄,11,15,50,72,35,35,35,65,22,153,83,551
混混鳄,11,15,60,82,45,45,45,74,22,153,83,552
流氓鳄,11,15,95,117,80,65,70,92,22,153,83,553
火红不倒翁,1,1,70,90,45,15,45,50,55,39,39,554
火红不倒翁-伽勒尔的样子,13,13,70,90,45,15,45,50,55,39,39,554
达摩狒狒-普通模式,1,1,105,140,55,30,55,95,125,161,161,555
达摩狒狒-达摩模式,1,14,105,30,105,140,105,55,161,161,161,555
达摩狒狒-伽勒尔的样子,13,13,105,140,55,30,55,95,255,161,161,555
达摩狒狒-达摩模式,13,1,105,160,55,30,55,135,161,161,161,555
沙铃仙人掌,3,3,75,86,67,106,67,60,11,34,114,556
石居蟹,8,10,50,65,85,35,35,55,5,75,133,557
岩殿居蟹,8,10,70,105,125,65,75,45,5,75,133,558
滑滑小子,15,6,50,75,70,35,70,48,61,153,22,559
头巾混混,15,6,65,90,115,45,115,58,61,153,22,560
象征鸟,14,7,72,58,80,103,80,97,147,98,110,561
哭哭面具,16,16,38,30,85,55,65,30,152,152,152,562
哭哭面具-伽勒尔的样子,11,16,38,55,85,30,65,30,254,254,254,562
死神棺,16,16,58,50,145,95,105,30,152,152,152,563
原盖海龟,2,10,54,78,103,53,45,22,116,5,33,564
肋骨海龟,2,10,74,108,133,83,65,32,116,5,33,565
始祖小鸟,10,7,55,112,45,74,45,70,129,129,129,566
始祖大鸟,10,7,75,140,65,112,65,110,129,129,129,567
破破袋,9,9,50,50,62,40,62,65,1,60,106,568
灰尘山,9,9,80,95,82,60,82,75,1,133,106,569
灰尘山,9,9,80,95,82,60,82,75,1,133,106,569
索罗亚,15,15,40,65,40,80,40,65,149,149,149,570
索罗亚-洗翠的样子,5,16,35,60,40,85,40,70,149,149,149,570
索罗亚克,15,15,60,105,60,120,60,105,149,149,149,571
索罗亚克-洗翠的样子,5,16,60,105,60,120,60,105,149,149,149,571
泡沫栗鼠,5,5,55,50,40,40,40,75,56,101,92,572
奇诺栗鼠,5,5,75,95,60,65,60,115,56,101,92,573
哥德宝宝,14,14,45,30,50,55,65,45,119,172,23,574
哥德小童,14,14,60,45,70,75,85,55,119,172,23,575
哥德小姐,14,14,70,55,95,95,110,65,119,172,23,576
单卵细胞球,14,14,45,30,40,105,50,20,142,98,144,577
双卵细胞球,14,14,65,40,50,125,60,30,142,98,144,578
人造细胞卵,14,14,110,65,75,125,85,30,142,98,144,579
鸭宝宝,2,7,62,44,50,44,50,55,51,145,93,580
舞天鹅,2,7,75,87,63,87,63,98,51,145,93,581
迷你冰,13,13,36,50,50,65,60,44,115,81,133,582
多多冰,13,13,51,65,65,80,75,59,115,81,133,583
双倍多多冰,13,13,71,95,85,110,95,79,115,117,133,584
四季鹿-春天的样子,5,3,60,60,50,40,50,75,34,157,32,585
萌芽鹿-春天的样子,5,3,80,100,70,60,70,95,34,157,32,586
电飞鼠,4,7,55,75,60,75,60,103,9,78,78,587
盖盖虫,8,8,50,75,45,40,45,60,68,61,99,588
骑士蜗牛,8,12,70,135,105,60,105,20,68,75,142,589
哎呀球菇,3,9,69,55,45,55,55,15,27,144,144,590
败露球菇,3,9,114,85,70,85,80,30,27,144,144,591
轻飘飘,2,16,55,40,50,65,85,40,11,130,6,592
胖嘟嘟,2,16,100,60,70,85,105,60,11,130,6,593
保姆曼波,2,2,165,75,80,40,45,65,131,93,144,594
电电虫,8,4,50,47,50,57,50,65,14,127,68,595
电蜘蛛,8,4,70,77,60,97,60,108,14,127,68,596
种子铁球,3,12,44,50,91,24,86,10,160,160,160,597
坚果哑铃,3,12,74,94,131,54,116,20,160,107,107,598
齿轮儿,12,12,40,55,70,45,60,30,57,58,29,599
齿轮组,12,12,60,80,95,70,85,50,57,58,29,600
齿轮怪,12,12,60,100,115,70,85,90,57,58,29,601
麻麻小鱼,4,4,35,55,40,45,40,60,26,26,26,602
麻麻鳗,4,4,65,85,70,75,70,40,26,26,26,603
麻麻鳗鱼王,4,4,85,115,80,105,80,50,26,26,26,604
小灰怪,14,14,55,55,55,85,55,30,140,28,148,605
大宇怪,14,14,75,75,75,125,95,40,140,28,148,606
烛光灵,16,1,50,30,55,65,55,20,18,49,151,607
灯火幽灵,16,1,60,40,60,95,60,55,18,49,151,608
水晶灯火灵,16,1,60,55,90,145,90,80,18,49,151,609
牙牙,17,17,46,87,60,30,40,57,79,104,127,610
斧牙龙,17,17,66,117,70,40,50,67,79,104,127,611
双斧战龙,17,17,76,147,90,60,70,97,79,104,127,612
喷嚏熊,13,13,55,70,40,60,40,40,81,202,155,613
冻原熊,13,13,95,130,80,70,80,50,81,202,33,614
几何雪花,13,13,80,50,50,95,135,105,26,26,26,615
小嘴蜗,8,8,50,40,85,40,65,25,93,75,142,616
敏捷虫,8,8,80,70,40,100,60,145,93,60,84,617
泥巴鱼,11,4,109,66,84,81,99,32,9,7,8,618
泥巴鱼-伽勒尔的样子,11,12,109,81,99,66,84,32,250,250,250,618
功夫鼬,6,6,45,85,50,55,50,65,39,144,120,619
师父鼬,6,6,65,125,60,95,60,105,39,144,120,620
赤面龙,17,17,77,120,90,60,90,48,24,125,104,621
泥偶小人,11,16,59,74,50,35,50,35,89,103,99,622
泥偶巨人,11,16,89,124,80,55,80,55,89,103,99,623
驹刀小兵,15,12,45,85,70,40,40,60,128,39,46,624
劈斩司令,15,12,65,125,100,60,70,70,128,39,46,625
爆炸头水牛,5,5,95,110,95,40,95,55,120,157,43,626
毛头小鹰,5,7,70,83,50,37,50,60,51,125,55,627
勇士雄鹰,5,7,100,123,75,57,75,80,51,125,128,628
Braviary-Hisui,14,7,110,83,70,112,70,65,51,125,110,628
秃鹰丫头,15,7,70,55,75,45,65,60,145,142,133,629
秃鹰娜,15,7,110,65,105,55,95,80,145,142,133,630
熔蚁兽,1,1,85,97,66,105,66,65,82,18,73,631
铁蚁,8,12,58,109,112,48,48,109,68,55,54,632
单首龙,15,17,52,65,50,45,50,38,55,55,55,633
双首暴龙,15,17,72,85,70,65,70,58,55,55,55,634
三首恶龙,15,17,92,105,90,125,90,98,26,26,26,635
燃烧虫,8,1,55,85,55,50,55,60,49,68,68,636
火神蛾,8,1,85,60,65,135,105,100,49,68,68,637
勾帕路翁,12,6,91,90,129,90,72,108,154,154,154,638
代拉基翁,10,6,91,129,90,72,90,108,154,154,154,639
毕力吉翁,3,6,91,90,72,90,129,108,154,154,154,640
龙卷云-化身形态,7,7,79,115,70,125,80,111,158,128,128,641
龙卷云-灵兽形态,7,7,79,100,80,110,90,121,144,144,144,641
雷电云-化身形态,4,7,79,115,70,125,80,111,158,128,128,642
雷电云-灵兽形态,4,7,79,105,70,145,80,101,10,10,10,642
莱希拉姆,17,1,100,120,100,150,120,90,163,163,163,643
捷克罗姆,17,4,100,150,120,120,100,90,164,164,164,644
土地云-化身形态,11,7,89,125,90,115,80,101,159,125,125,645
土地云-灵兽形态,11,7,89,145,90,105,80,91,22,22,22,645
酋雷姆,17,13,125,130,90,130,90,95,46,46,46,646
暗黑酋雷姆,17,13,125,170,100,120,90,95,164,164,164,646
焰白酋雷姆,17,13,125,120,90,170,100,95,163,163,163,646
凯路迪欧-平常的样子,2,6,91,72,90,129,90,108,154,154,154,647
凯路迪欧-觉悟的样子,2,6,91,72,90,129,90,108,154,154,154,647
美洛耶塔-歌声形态,5,14,100,77,77,128,128,90,32,32,32,648
美洛耶塔-舞步形态,5,6,100,128,90,77,77,128,32,32,32,648
盖诺赛克特,8,12,71,120,95,120,95,99,88,88,88,649
盖诺赛克特-Douse,8,12,71,120,95,120,95,99,88,88,88,649
盖诺赛克特-Shock,8,12,71,120,95,120,95,99,88,88,88,649
盖诺赛克特-Burn,8,12,71,120,95,120,95,99,88,88,88,649
盖诺赛克特-Chill,8,12,71,120,95,120,95,99,88,88,88,649
哈力栗,3,3,56,61,65,48,45,38,65,171,171,650
胖胖哈力,3,3,61,78,95,56,58,57,65,171,171,651
布里卡隆,3,6,88,107,122,74,75,64,65,171,171,652
火狐狸,1,1,40,45,40,62,60,60,66,170,170,653
长尾火狐,1,1,59,59,58,90,70,73,66,170,170,654
妖火红狐,1,14,75,69,72,114,100,104,66,170,170,655
呱呱泡蛙,2,2,41,56,40,62,44,71,67,168,168,656
呱头蛙,2,2,54,63,52,83,56,97,67,168,168,657
甲贺忍蛙,2,15,72,95,67,103,71,122,67,168,210,658
小智版甲贺忍蛙,2,15,72,145,67,153,71,132,210,210,210,658
掘掘兔,5,5,38,36,38,32,36,57,53,167,37,659
掘地兔,5,11,85,56,77,50,77,78,53,167,37,660
小箭雀,5,7,45,50,43,40,38,62,145,177,177,661
火箭雀,1,7,62,73,55,56,52,84,49,177,177,662
烈箭鹰,1,7,78,81,71,74,69,126,49,177,177,663
粉蝶虫,8,8,38,35,40,27,25,35,19,14,132,664
粉蝶蛹,8,8,45,22,60,27,30,29,61,132,132,665
彩粉蝶,8,7,80,52,50,90,50,89,19,14,132,666
彩粉蝶-Fancy,8,7,80,52,50,90,50,89,19,14,132,666
彩粉蝶-Pokeball,8,7,80,52,50,90,50,89,19,14,14,666
小狮狮,1,5,62,50,58,73,54,72,79,127,153,667
火炎狮,1,5,86,68,72,109,66,106,79,127,153,668
花蓓蓓,18,18,44,38,39,61,79,42,166,180,180,669
花叶蒂,18,18,54,45,47,75,98,52,166,180,180,670
花叶蒂-Eternal,18,18,74,65,67,125,128,92,166,166,166,670
花洁夫人,18,18,78,65,68,112,154,75,166,180,180,671
坐骑小羊,3,3,66,65,48,62,57,52,157,179,179,672
坐骑山羊,3,3,123,100,62,97,81,68,157,179,179,673
顽皮熊猫,6,6,67,82,62,46,48,43,89,104,113,674
流氓熊猫,6,15,95,124,78,69,71,58,89,104,113,675
多丽米亚-国王造型,5,5,75,80,60,65,90,102,169,169,169,676
妙喵,14,14,62,48,54,63,60,68,51,151,20,677
超能妙喵-雄性的样子,14,14,74,48,76,83,81,104,51,151,158,678
超能妙喵-雌性的样子,14,14,74,48,76,83,81,104,51,151,172,678
独剑鞘,12,16,45,80,100,35,37,28,99,99,99,679
双剑鞘,12,16,59,110,150,45,49,35,99,99,99,680
